cab-cap-w,"East West Furniture CAB-CAP-W Capri Kitchen Bench with Wood Seat, 51x15x18 Inch, Cappuccino"
v097ab264-7,"East West Furniture V097AB264-7 7 Piece Kitchen Table & Chairs Set Consist of a Rectangle Dining Table with V-Legs and 6 White Faux Leather Parson Dining Chairs, 40x72 Inch, Multi-Color"
v097ab264-6,"East West Furniture V097AB264-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table with V-Legs and 4 White Faux Leather Upholstered Chairs with a Bench, 40x72 Inch, Multi-Color"
v097ab264-5,"East West Furniture V097AB264-5 5 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Room Table with V-Legs and 4 White Faux Leather Upholstered Chairs, 40x72 Inch, Multi-Color"
v097ab015-9,"East West Furniture V097AB015-9 9 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Table with V-Legs and 8 Baby Blue Linen Fabric Parson Chairs, 40x72 Inch, Multi-Color"
v097ab015-7,"East West Furniture V097AB015-7 7 Piece Kitchen Table Set Consist of a Rectangle Dining Table with V-Legs and 6 Baby Blue Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v097ab015-5,"East West Furniture V097AB015-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v096ve215-7,"East West Furniture V096VE215-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Baby Blue Linen Fabric Parsons Chairs, 36x60 Inch, Multi-Color"
v096ve215-6,"East West Furniture V096VE215-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table and 4 Baby Blue Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ve215-5,"East West Furniture V096VE215-5 5 Piece Dinette Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096ve005-7,"East West Furniture V096VE005-7 7 Piece Dinette Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Grey Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096ve005-6,"East West Furniture V096VE005-6 6 Piece Dining Room Furniture Set Contains a Rectangle Dining Table with V-Legs and 4 Grey Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ve005-5,"East West Furniture V096VE005-5 5 Piece Dining Room Table Set Includes a Rectangle Dining Table with V-Legs and 4 Grey Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096si215-7,"East West Furniture V096SI215-7 7 Piece Dining Table Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Baby Blue Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096si215-6,"East West Furniture V096SI215-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table and 4 Baby Blue Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096si215-5,"East West Furniture V096SI215-5 5 Piece Dining Room Table Set Includes a Rectangle Dining Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096la206-7,"East West Furniture V096LA206-7 7 Piece Modern Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Shitake Linen Fabric Parsons Dining Chairs, 36x60 Inch, Multi-Color"
v096la206-6,"East West Furniture V096LA206-6 6 Piece Dining Set Contains a Rectangle Dining Room Table with V-Legs and 4 Shitake Linen Fabric Upholstered Chairs with a Bench, 36x60 Inch, Multi-Color"
v096la206-5,"East West Furniture V096LA206-5 5 Piece Dining Room Table Set Includes a Rectangle Dining Table with V-Legs and 4 Shitake Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096la015-7,"East West Furniture V096LA015-7 7 Piece Modern Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Baby Blue Linen Fabric Parson Dining Chairs, 36x60 Inch, Multi-Color"
v096la015-6,"East West Furniture V096LA015-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table and 4 Baby Blue Linen Fabric Upholstered Chairs with a Bench, 36x60 Inch, Multi-Color"
v096la015-5,"East West Furniture V096LA015-5 5 Piece Dining Room Table Set Includes a Rectangle Dining Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096ga235-7,"East West Furniture V096GA235-7 7 Piece Dining Table Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Doeskin Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096ga235-6,"East West Furniture V096GA235-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table with V-Legs and 4 Doeskin Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ga235-5,"East West Furniture V096GA235-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Doeskin Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096fo244-7,"East West Furniture V096FO244-7 7 Piece Dining Table Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Light grey Faux Leather Upholstered Chairs, 36x60 Inch, Multi-Color"
v096fo244-5,"East West Furniture V096FO244-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Light grey Faux Leather Parson Dining Chairs, 36x60 Inch, Multi-Color"
v096fl201-7,"East West Furniture V096FL201-7 7 Piece Dining Room Table Set Consist of a Rectangle Kitchen Table with V-Legs and 6 Cream Linen Fabric Parson Dining Chairs, 36x60 Inch, Multi-Color"
v096fl201-6,"East West Furniture V096FL201-6 6 Piece Dining Set Contains a Rectangle Dining Room Table with V-Legs and 4 Cream Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096fl201-5,"East West Furniture V096FL201-5 5 Piece Dining Table Set Includes a Rectangle Dining Room Table with V-Legs and 4 Cream Linen Fabric Parsons Chairs, 36x60 Inch, Multi-Color"
v096en206-7,"East West Furniture V096EN206-7 7 Piece Dining Table Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Dark Shitake Linen Fabric Parsons Chairs, 36x60 Inch, Multi-Color"
v096en206-6,"East West Furniture V096EN206-6 6 Piece Dining Set Contains a Rectangle Dining Room Table with V-Legs and 4 Dark Shitake Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096en206-5,"East West Furniture V096EN206-5 5 Piece Kitchen Table Set for 4 Includes a Rectangle Dining Room Table and 4 Dark Shitake Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096el207-7,"East West Furniture V096EL207-7 7 Piece Dining Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Gray Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096el207-6,"East West Furniture V096EL207-6 6 Piece Dining Table Set Contains a Rectangle Table with V-Legs and 4 Gray Linen Fabric Upholstered Chairs with a Bench, 36x60 Inch, Multi-Color"
v096el207-5,"East West Furniture V096EL207-5 5 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 4 Gray Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096dr207-7,"East West Furniture V096DR207-7 7 Piece Modern Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Gray Linen Fabric Parsons Dining Chairs, 36x60 Inch, Multi-Color"
v096dr207-6,"East West Furniture V096DR207-6 6 Piece Kitchen Table Set Contains a Rectangle Dining Table with V-Legs and 4 Gray Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096dr207-5,"East West Furniture V096DR207-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Gray Linen Fabric Parsons Dining Chairs, 36x60 Inch, Multi-Color"
v096ce215-7,"East West Furniture V096CE215-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Baby Blue Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096ce215-6,"East West Furniture V096CE215-6 6 Piece Kitchen Table Set Contains a Rectangle Dining Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ce215-5,"East West Furniture V096CE215-5 5 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096br202-7,"East West Furniture V096BR202-7 7 Piece Modern Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Light Beige Linen Fabric Parsons Dining Chairs, 36x60 Inch, Multi-Color"
v096br202-5,"East West Furniture V096BR202-5 5 Piece Kitchen Table Set for 4 Includes a Rectangle Dining Room Table with V-Legs and 4 Light Beige Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096ba201-7,"East West Furniture V096BA201-7 7 Piece Kitchen Table Set Consist of a Rectangle Dining Table with V-Legs and 6 Cream Linen Fabric Parson Dining Room Chairs, 36x60 Inch, Multi-Color"
v096ba201-6,"East West Furniture V096BA201-6 6 Piece Kitchen Table Set Contains a Rectangle Dining Table with V-Legs and 4 Cream Linen Fabric Parson Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ba201-5,"East West Furniture V096BA201-5 5 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Room Table with V-Legs and 4 Cream Linen Fabric Upholstered Chairs, 36x60 Inch, Multi-Color"
v096ab264-7,"East West Furniture V096AB264-7 7 Piece Dining Set Consist of a Rectangle Dining Room Table with V-Legs and 6 White Faux Leather Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096ab264-6,"East West Furniture V096AB264-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table with V-Legs and 4 White Faux Leather Upholstered Chairs with a Bench, 36x60 Inch, Multi-Color"
v096ab264-5,"East West Furniture V096AB264-5 5 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Room Table with V-Legs and 4 White Faux Leather Parsons Dining Chairs, 36x60 Inch, Multi-Color"
v096ab015-7,"East West Furniture V096AB015-7 7 Piece Dining Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Baby Blue Linen Fabric Upholstered Parson Chairs, 36x60 Inch, Multi-Color"
v096ab015-5,"East West Furniture V096AB015-5 5 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Parsons Chairs, 36x60 Inch, Multi-Color"
v077ve215-9,"East West Furniture V077VE215-9 9 Piece Dining Room Furniture Set Includes a Rectangle Dining Table with V-Legs and 8 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077ve215-7,"East West Furniture V077VE215-7 7 Piece Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Baby Blue Linen Fabric Parson Dining Room Chairs, 40x72 Inch, Multi-Color"
v077ve215-6,"East West Furniture V077VE215-6 6 Piece Dining Table Set Contains a Rectangle Kitchen Table with V-Legs and 4 Baby Blue Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077ve215-5,"East West Furniture V077VE215-5 5 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077ve005-9,"East West Furniture V077VE005-9 9 Piece Kitchen Table Set Includes a Rectangle Dining Table with V-Legs and 8 Grey Linen Fabric Parson Dining Room Chairs, 40x72 Inch, Multi-Color"
v077ve005-7,"East West Furniture V077VE005-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Grey Linen Fabric Parsons Chairs, 40x72 Inch, Multi-Color"
v077ve005-6,"East West Furniture V077VE005-6 6 Piece Kitchen Table Set Contains a Rectangle Dining Table with V-Legs and 4 Grey Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077ve005-5,"East West Furniture V077VE005-5 5 Piece Dining Table Set for 4 Includes a Rectangle Kitchen Table with V-Legs and 4 Grey Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077si215-9,"East West Furniture V077SI215-9 9 Piece Kitchen Table Set Includes a Rectangle Dining Table with V-Legs and 8 Baby Blue Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077si215-7,"East West Furniture V077SI215-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Baby Blue Linen Fabric Parsons Chairs, 40x72 Inch, Multi-Color"
v077si215-6,"East West Furniture V077SI215-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077si215-5,"East West Furniture V077SI215-5 5 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077la206-9,"East West Furniture V077LA206-9 9 Piece Dining Room Set Includes a Rectangle Kitchen Table with V-Legs and 8 Shitake Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077la206-7,"East West Furniture V077LA206-7 7 Piece Dinette Set Consist of a Rectangle Dining Table with V-Legs and 6 Shitake Linen Fabric Parson Dining Room Chairs, 40x72 Inch, Multi-Color"
v077la206-5,"East West Furniture V077LA206-5 5 Piece Dining Table Set for 4 Includes a Rectangle Kitchen Table with V-Legs and 4 Shitake Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077la015-9,"East West Furniture V077LA015-9 9 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 8 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077la015-7,"East West Furniture V077LA015-7 7 Piece Dining Table Set Consist of a Rectangle Kitchen Table with V-Legs and 6 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077la015-6,"East West Furniture V077LA015-6 6 Piece Dining Table Set Contains a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077la015-5,"East West Furniture V077LA015-5 5 Piece Dinette Set Includes a Rectangle Dining Room Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077ga235-9,"East West Furniture V077GA235-9 9 Piece Kitchen Table Set Includes a Rectangle Dining Table with V-Legs and 8 Doeskin Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077ga235-7,"East West Furniture V077GA235-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Doeskin Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077ga235-6,"East West Furniture V077GA235-6 6 Piece Dining Room Table Set Contains a Rectangle Kitchen Table with V-Legs and 4 Doeskin Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077ga235-5,"East West Furniture V077GA235-5 5 Piece Dinette Set for 4 Includes a Rectangle Dining Room Table with V-Legs and 4 Doeskin Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077fo244-9,"East West Furniture V077FO244-9 9 Piece Dining Room Furniture Set Includes a Rectangle Dining Table with V-Legs and 8 Light grey Faux Leather Upholstered Chairs, 40x72 Inch, Multi-Color"
v077fo244-7,"East West Furniture V077FO244-7 7 Piece Modern Dining Table Set Consist of a Rectangle Wooden Table with V-Legs and 6 Light grey Faux Leather Upholstered Chairs, 40x72 Inch, Multi-Color"
v077fo244-5,"East West Furniture V077FO244-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Light grey Faux Leather Upholstered Chairs, 40x72 Inch, Multi-Color"
v077fl201-9,"East West Furniture V077FL201-9 9 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 8 Cream Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077fl201-7,"East West Furniture V077FL201-7 7 Piece Kitchen Table Set Consist of a Rectangle Dining Table with V-Legs and 6 Cream Linen Fabric Parson Dining Chairs, 40x72 Inch, Multi-Color"
v077fl201-5,"East West Furniture V077FL201-5 5 Piece Dining Set Includes a Rectangle Dining Room Table with V-Legs and 4 Cream Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077en206-9,"East West Furniture V077EN206-9 9 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 8 Dark Shitake Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077en206-7,"East West Furniture V077EN206-7 7 Piece Dining Room Furniture Set Consist of a Rectangle Dining Table with V-Legs and 6 Dark Shitake Linen Fabric Parsons Chairs, 40x72 Inch, Multi-Color"
v077en206-5,"East West Furniture V077EN206-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Dark Shitake Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077el207-9,"East West Furniture V077EL207-9 9 Piece Kitchen Table & Chairs Set Includes a Rectangle Dining Room Table with V-Legs and 8 Gray Linen Fabric Parson Dining Chairs, 40x72 Inch, Multi-Color"
v077el207-7,"East West Furniture V077EL207-7 7 Piece Kitchen Table Set Consist of a Rectangle Dining Table with V-Legs and 6 Gray Linen Fabric Parson Dining Room Chairs, 40x72 Inch, Multi-Color"
v077el207-6,"East West Furniture V077EL207-6 6 Piece Dining Set Contains a Rectangle Dining Room Table with V-Legs and 4 Gray Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
v077el207-5,"East West Furniture V077EL207-5 5 Piece Dinette Set for 4 Includes a Rectangle Dining Room Table with V-Legs and 4 Gray Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077ce215-9,"East West Furniture V077CE215-9 9 Piece Dining Room Set Includes a Rectangle Kitchen Table with V-Legs and 8 Baby Blue Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077ce215-7,"East West Furniture V077CE215-7 7 Piece Dining Set Consist of a Rectangle Dining Room Table with V-Legs and 6 Baby Blue Linen Fabric Upholstered Parson Chairs, 40x72 Inch, Multi-Color"
v077ce215-5,"East West Furniture V077CE215-5 5 Piece Modern Dining Table Set Includes a Rectangle Wooden Table with V-Legs and 4 Baby Blue Linen Fabric Upholstered Chairs, 40x72 Inch, Multi-Color"
v077br202-9,"East West Furniture V077BR202-9 9 Piece Dining Table Set Includes a Rectangle Dining Room Table with V-Legs and 8 Light Beige Linen Fabric Parsons Chairs, 40x72 Inch, Multi-Color"
v077br202-7,"East West Furniture V077BR202-7 7 Piece Kitchen Table Set Consist of a Rectangle Dining Table with V-Legs and 6 Light Beige Linen Fabric Parsons Dining Chairs, 40x72 Inch, Multi-Color"
v077br202-6,"East West Furniture V077BR202-6 6 Piece Dining Set Contains a Rectangle Dining Room Table with V-Legs and 4 Light Beige Linen Fabric Parson Chairs with a Bench, 40x72 Inch, Multi-Color"
